Time,Protocol,Node,Energy,Active,Packets_Sent,Packets_Received,Alarms_Sent
65,DSR,Node D,29.199999999999047,True,188,166,128
65,DSR,Node E,60.59999999999944,True,92,105,128
65,DSR,Node F,56.39999999999938,True,109,109,128
65,DSR,Node G,53.79999999999934,True,120,111,128
65,DSR,Node H,35.99999999999909,True,158,162,128
65,DSR,Node I,68.79999999999956,True,62,94,128
65,DSR,Node J,54.19999999999935,True,105,124,128
65,DSR,Node K,72.59999999999961,True,68,69,128
65,DSR,Node L,32.59999999999904,True,195,142,128
65,DSR,Node M,34.59999999999907,True,176,151,128
65,DSR,Node N,68.59999999999955,True,73,84,128
65,DSR,Node O,58.799999999999415,True,96,110,128
65,DSR,Node P,26.999999999999055,True,211,154,128
65,DSR,Node Q,30.99999999999904,True,168,177,128
65,DSR,Node R,41.999999999999176,True,160,130,128
65,DSR,Node S,58.99999999999942,True,97,108,128
65,DSR,Node T,29.799999999999045,True,192,159,128
65,DSR,BS,51.99999999999932,True,240,0,128
65,SFA,Node A,98.59999999999998,True,6,1,128
65,SFA,Node B,98.99999999999999,True,4,1,128
65,SFA,Node C,96.59999999999995,True,11,6,128
65,SFA,Node D,98.59999999999998,True,5,2,128
65,SFA,Node E,98.39999999999998,True,5,3,128
65,SFA,Node F,100.0,True,0,0,128
65,SFA,Node G,97.79999999999997,True,8,3,128
65,SFA,Node H,97.39999999999996,True,6,7,128
65,SFA,Node I,97.99999999999997,True,8,2,128
65,SFA,Node J,97.99999999999997,True,7,3,128
65,SFA,Node K,98.79999999999998,True,4,2,128
65,SFA,Node L,96.59999999999995,True,9,8,128
65,SFA,Node M,97.39999999999996,True,9,4,128
65,SFA,Node N,97.99999999999997,True,8,2,128
65,SFA,Node O,97.19999999999996,True,7,7,128
65,SFA,Node P,97.99999999999997,True,7,3,128
65,SFA,Node Q,97.19999999999996,True,10,4,128
65,SFA,Node R,98.19999999999997,True,5,4,128
65,SFA,Node S,97.99999999999997,True,6,4,128
65,SFA,Node T,96.59999999999995,True,12,5,128
65,SFA,BS,100.0,True,0,0,128
70,DSR,Node A,75.19999999999965,True,43,81,138
70,DSR,Node B,52.19999999999932,True,112,127,138
